team,result,i_1,i_2,i_3,i_4,i_5,i_6,i_7,i_8,i_9,i_10,i_11,i_12,R,H,E,B,i_13,i_14,i_15,i_16,i_17,i_18,year,month,day,week,home,away,dbheader
SK,패,0,1,0,0,0,0,0,1,0,-1,-1,-1,2,3,2,3,-1,-1,-1,-1,-1,-1,2020,9,20,6,SK,KT,0
키움,패,0,0,2,0,0,1,2,1,0,-1,-1,-1,6,13,4,4,-1,-1,-1,-1,-1,-1,2020,9,20,6,삼성,키움,0
삼성,승,3,0,2,1,1,3,3,1,-1,-1,-1,-1,14,18,0,5,-1,-1,-1,-1,-1,-1,2020,9,20,6,삼성,키움,0
한화,승,0,1,0,0,1,0,4,2,3,-1,-1,-1,11,16,0,8,-1,-1,-1,-1,-1,-1,2020,9,20,6,KIA,한화,0
KIA,패,0,0,0,0,2,0,0,1,0,-1,-1,-1,3,9,0,4,-1,-1,-1,-1,-1,-1,2020,9,20,6,KIA,한화,0
NC,승,0,0,2,0,5,0,0,0,0,-1,-1,-1,7,10,1,2,-1,-1,-1,-1,-1,-1,2020,9,20,6,롯데,NC,1
롯데,패,0,0,0,0,0,0,1,0,1,-1,-1,-1,2,8,1,3,-1,-1,-1,-1,-1,-1,2020,9,20,6,롯데,NC,1
NC,승,0,0,0,1,1,3,0,0,1,-1,-1,-1,6,13,0,4,-1,-1,-1,-1,-1,-1,2020,9,20,6,롯데,NC,2
롯데,패,0,0,2,0,0,0,0,0,0,-1,-1,-1,2,11,0,5,-1,-1,-1,-1,-1,-1,2020,9,20,6,롯데,NC,2
SK,패,0,1,1,0,0,0,0,0,0,-1,-1,-1,2,3,1,1,-1,-1,-1,-1,-1,-1,2020,9,22,1,LG,SK,0
LG,승,0,0,0,0,0,5,0,2,-1,-1,-1,-1,7,7,2,5,-1,-1,-1,-1,-1,-1,2020,9,22,1,LG,SK,0
KT,패,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,2,0,2,-1,-1,-1,-1,-1,-1,2020,9,22,1,롯데,KT,0
롯데,승,0,1,0,1,0,6,0,0,-1,-1,-1,-1,8,10,1,5,-1,-1,-1,-1,-1,-1,2020,9,22,1,롯데,KT,0
삼성,패,1,0,0,0,0,0,0,0,1,-1,-1,-1,2,6,0,1,-1,-1,-1,-1,-1,-1,2020,9,22,1,NC,삼성,0
NC,승,0,0,0,0,0,0,0,3,-1,-1,-1,-1,3,6,0,6,-1,-1,-1,-1,-1,-1,2020,9,22,1,NC,삼성,0
키움,승,0,0,0,0,0,2,0,0,0,-1,-1,-1,2,5,1,3,-1,-1,-1,-1,-1,-1,2020,9,22,1,KIA,키움,0
KIA,패,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,4,1,3,-1,-1,-1,-1,-1,-1,2020,9,22,1,KIA,키움,0
두산,패,0,0,0,0,0,1,0,0,0,-1,-1,-1,1,6,0,4,-1,-1,-1,-1,-1,-1,2020,9,22,1,한화,두산,0
한화,승,0,0,0,4,0,0,0,1,-1,-1,-1,-1,5,6,0,5,-1,-1,-1,-1,-1,-1,2020,9,22,1,한화,두산,0
SK,패,1,0,0,0,1,0,0,0,0,-1,-1,-1,2,8,0,1,-1,-1,-1,-1,-1,-1,2020,9,23,2,LG,SK,0
LG,승,1,0,3,0,1,0,0,1,-1,-1,-1,-1,6,10,1,1,-1,-1,-1,-1,-1,-1,2020,9,23,2,LG,SK,0
KT,승,1,0,0,2,5,0,0,2,0,-1,-1,-1,10,16,0,4,-1,-1,-1,-1,-1,-1,2020,9,23,2,롯데,KT,0
롯데,패,1,0,2,0,0,2,0,0,0,-1,-1,-1,5,9,2,8,-1,-1,-1,-1,-1,-1,2020,9,23,2,롯데,KT,0
삼성,패,0,1,0,2,1,0,0,0,3,-1,-1,-1,7,10,0,2,-1,-1,-1,-1,-1,-1,2020,9,23,2,NC,삼성,0
NC,승,0,4,0,4,0,0,0,0,-1,-1,-1,-1,8,10,1,5,-1,-1,-1,-1,-1,-1,2020,9,23,2,NC,삼성,0
키움,승,4,4,0,0,0,0,1,3,1,-1,-1,-1,13,17,0,5,-1,-1,-1,-1,-1,-1,2020,9,23,2,KIA,키움,0
KIA,패,0,0,0,0,0,0,1,0,0,-1,-1,-1,1,5,0,2,-1,-1,-1,-1,-1,-1,2020,9,23,2,KIA,키움,0
두산,패,0,0,0,1,0,3,0,0,1,-1,-1,-1,5,11,0,5,-1,-1,-1,-1,-1,-1,2020,9,23,2,한화,두산,0
한화,승,5,0,1,0,0,0,0,0,-1,-1,-1,-1,6,12,0,3,-1,-1,-1,-1,-1,-1,2020,9,23,2,한화,두산,0
삼성,패,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,7,3,2,-1,-1,-1,-1,-1,-1,2020,9,24,3,두산,삼성,0
두산,승,0,0,0,0,0,0,0,1,-1,-1,-1,-1,1,1,1,6,-1,-1,-1,-1,-1,-1,2020,9,24,3,두산,삼성,0
LG,패,0,2,3,0,0,2,0,0,1,-1,-1,-1,8,9,1,7,-1,-1,-1,-1,-1,-1,2020,9,24,3,NC,LG,0
NC,승,0,0,0,1,0,0,4,7,-1,-1,-1,-1,12,17,0,5,-1,-1,-1,-1,-1,-1,2020,9,24,3,NC,LG,0
KIA,승,1,0,0,0,1,1,0,2,0,-1,-1,-1,5,16,1,5,-1,-1,-1,-1,-1,-1,2020,9,24,3,KT,KIA,0
KT,패,0,1,2,0,0,0,0,0,0,-1,-1,-1,3,8,0,3,-1,-1,-1,-1,-1,-1,2020,9,24,3,KT,KIA,0
SK,패,0,1,0,0,0,0,0,0,0,-1,-1,-1,1,6,1,4,-1,-1,-1,-1,-1,-1,2020,9,24,3,키움,SK,0
키움,승,0,0,2,0,0,1,3,0,-1,-1,-1,-1,6,9,0,3,-1,-1,-1,-1,-1,-1,2020,9,24,3,키움,SK,0
롯데,패,0,0,0,0,1,3,0,0,0,-1,-1,-1,4,6,3,5,-1,-1,-1,-1,-1,-1,2020,9,24,3,한화,롯데,0
한화,승,0,1,0,3,0,0,0,3,-1,-1,-1,-1,7,15,3,4,-1,-1,-1,-1,-1,-1,2020,9,24,3,한화,롯데,0
삼성,승,1,0,0,2,1,0,0,0,0,-1,-1,-1,4,7,0,2,-1,-1,-1,-1,-1,-1,2020,9,25,4,두산,삼성,0
두산,패,3,0,0,0,0,0,0,0,0,-1,-1,-1,3,7,1,2,-1,-1,-1,-1,-1,-1,2020,9,25,4,두산,삼성,0
LG,패,0,0,0,0,0,1,0,0,0,-1,-1,-1,1,7,1,3,-1,-1,-1,-1,-1,-1,2020,9,25,4,NC,LG,0
NC,승,1,0,3,1,0,1,0,1,-1,-1,-1,-1,7,9,1,9,-1,-1,-1,-1,-1,-1,2020,9,25,4,NC,LG,0
KIA,패,0,2,0,0,0,0,0,0,1,-1,-1,-1,3,12,0,3,-1,-1,-1,-1,-1,-1,2020,9,25,4,KT,KIA,0
KT,승,1,2,1,0,0,1,0,2,-1,-1,-1,-1,7,12,0,7,-1,-1,-1,-1,-1,-1,2020,9,25,4,KT,KIA,0
SK,승,0,0,0,0,1,0,0,0,2,0,5,-1,8,10,1,7,-1,-1,-1,-1,-1,-1,2020,9,25,4,키움,SK,0
키움,패,0,0,0,0,0,0,0,2,1,0,3,-1,6,17,0,4,-1,-1,-1,-1,-1,-1,2020,9,25,4,키움,SK,0
롯데,패,2,1,2,0,0,0,0,0,0,0,-1,-1,5,13,0,4,-1,-1,-1,-1,-1,-1,2020,9,25,4,한화,롯데,0
한화,승,0,0,0,1,0,3,0,0,1,1,-1,-1,6,13,0,7,-1,-1,-1,-1,-1,-1,2020,9,25,4,한화,롯데,0
키움,패,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,3,0,2,-1,-1,-1,-1,-1,-1,2020,9,26,5,두산,키움,0
두산,승,0,0,0,2,0,0,2,0,-1,-1,-1,-1,4,9,0,2,-1,-1,-1,-1,-1,-1,2020,9,26,5,두산,키움,0
SK,패,0,0,0,0,0,1,1,0,0,-1,-1,-1,2,8,0,2,-1,-1,-1,-1,-1,-1,2020,9,26,5,삼성,SK,0
삼성,승,0,0,1,0,0,0,1,6,-1,-1,-1,-1,8,12,0,4,-1,-1,-1,-1,-1,-1,2020,9,26,5,삼성,SK,0
LG,승,0,0,1,0,0,0,0,0,2,-1,-1,-1,3,7,1,6,-1,-1,-1,-1,-1,-1,2020,9,26,5,KT,LG,0
KT,패,0,1,0,0,0,0,0,0,0,-1,-1,-1,1,7,0,4,-1,-1,-1,-1,-1,-1,2020,9,26,5,KT,LG,0
롯데,승,7,1,6,1,0,0,0,1,0,-1,-1,-1,16,18,1,5,-1,-1,-1,-1,-1,-1,2020,9,26,5,KIA,롯데,0
KIA,패,0,0,3,0,0,0,0,0,0,-1,-1,-1,3,8,0,6,-1,-1,-1,-1,-1,-1,2020,9,26,5,KIA,롯데,0
NC,승,2,4,0,0,0,0,0,3,4,-1,-1,-1,13,16,0,9,-1,-1,-1,-1,-1,-1,2020,9,26,5,한화,NC,0
한화,패,0,1,0,0,0,0,0,0,0,-1,-1,-1,1,9,1,1,-1,-1,-1,-1,-1,-1,2020,9,26,5,한화,NC,0
SK,승,0,2,4,0,2,0,1,0,3,-1,-1,-1,12,16,1,3,-1,-1,-1,-1,-1,-1,2020,9,27,6,삼성,SK,0
삼성,패,0,0,1,0,0,0,0,0,0,-1,-1,-1,1,3,0,6,-1,-1,-1,-1,-1,-1,2020,9,27,6,삼성,SK,0
LG,패,0,2,0,1,0,1,0,0,0,-1,-1,-1,4,9,2,2,-1,-1,-1,-1,-1,-1,2020,9,27,6,KT,LG,0
KT,승,0,1,2,0,0,0,0,0,2,-1,-1,-1,5,8,1,7,-1,-1,-1,-1,-1,-1,2020,9,27,6,KT,LG,0
롯데,패,0,0,0,0,0,0,0,1,0,0,-1,-1,1,6,1,3,-1,-1,-1,-1,-1,-1,2020,9,27,6,KIA,롯데,0
KIA,승,0,0,0,1,0,0,0,0,0,1,-1,-1,2,9,0,4,-1,-1,-1,-1,-1,-1,2020,9,27,6,KIA,롯데,0
NC,승,2,1,1,0,0,0,1,0,0,-1,-1,-1,5,9,2,5,-1,-1,-1,-1,-1,-1,2020,9,27,6,한화,NC,0
한화,패,0,0,0,0,0,0,2,0,2,-1,-1,-1,4,5,1,5,-1,-1,-1,-1,-1,-1,2020,9,27,6,한화,NC,0
키움,승,0,2,0,0,0,0,0,5,0,-1,-1,-1,7,12,2,2,-1,-1,-1,-1,-1,-1,2020,9,27,6,두산,키움,1
두산,패,0,0,0,0,0,0,2,1,0,-1,-1,-1,3,7,0,5,-1,-1,-1,-1,-1,-1,2020,9,27,6,두산,키움,1
키움,패,0,0,0,0,1,0,0,0,0,-1,-1,-1,1,11,2,2,-1,-1,-1,-1,-1,-1,2020,9,27,6,두산,키움,2
두산,승,0,0,2,0,2,1,1,0,-1,-1,-1,-1,6,10,0,6,-1,-1,-1,-1,-1,-1,2020,9,27,6,두산,키움,2
롯데,승,2,2,3,0,0,1,0,0,0,-1,-1,-1,8,15,1,4,-1,-1,-1,-1,-1,-1,2020,9,29,1,LG,롯데,0
LG,패,0,0,0,0,0,3,0,2,0,-1,-1,-1,5,9,0,1,-1,-1,-1,-1,-1,-1,2020,9,29,1,LG,롯데,0
KT,승,0,0,1,0,0,0,2,1,0,-1,-1,-1,4,10,1,6,-1,-1,-1,-1,-1,-1,2020,9,29,1,삼성,KT,0
삼성,패,0,0,1,0,0,0,0,0,0,-1,-1,-1,1,9,0,0,-1,-1,-1,-1,-1,-1,2020,9,29,1,삼성,KT,0
SK,패,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,6,0,2,-1,-1,-1,-1,-1,-1,2020,9,29,1,NC,SK,0
NC,승,0,0,0,0,0,0,2,1,-1,-1,-1,-1,3,11,0,5,-1,-1,-1,-1,-1,-1,2020,9,29,1,NC,SK,0
KIA,승,2,1,0,1,1,3,0,0,2,-1,-1,-1,10,12,0,9,-1,-1,-1,-1,-1,-1,2020,9,29,1,키움,KIA,0
키움,패,0,0,0,0,3,0,2,1,0,-1,-1,-1,6,13,2,4,-1,-1,-1,-1,-1,-1,2020,9,29,1,키움,KIA,0
두산,승,0,1,2,0,1,3,0,0,0,-1,-1,-1,7,7,1,8,-1,-1,-1,-1,-1,-1,2020,9,29,1,한화,두산,0
한화,패,0,0,0,0,3,0,0,0,0,-1,-1,-1,3,10,0,1,-1,-1,-1,-1,-1,-1,2020,9,29,1,한화,두산,0
롯데,패,1,0,2,0,0,0,0,0,0,-1,-1,-1,3,7,0,4,-1,-1,-1,-1,-1,-1,2020,9,30,2,LG,롯데,0
LG,승,0,1,1,0,0,0,3,0,-1,-1,-1,-1,5,8,0,3,-1,-1,-1,-1,-1,-1,2020,9,30,2,LG,롯데,0
KT,승,0,0,1,0,0,0,0,1,1,2,-1,-1,5,13,0,2,-1,-1,-1,-1,-1,-1,2020,9,30,2,삼성,KT,0
삼성,패,0,0,2,0,0,0,1,0,0,0,-1,-1,3,5,0,7,-1,-1,-1,-1,-1,-1,2020,9,30,2,삼성,KT,0
SK,패,0,2,0,0,0,0,0,0,1,-1,-1,-1,3,7,1,4,-1,-1,-1,-1,-1,-1,2020,9,30,2,NC,SK,0
NC,승,0,9,0,0,0,0,3,0,-1,-1,-1,-1,12,9,1,7,-1,-1,-1,-1,-1,-1,2020,9,30,2,NC,SK,0
KIA,승,0,1,0,1,0,0,0,1,0,-1,-1,-1,3,9,0,2,-1,-1,-1,-1,-1,-1,2020,9,30,2,키움,KIA,0
키움,패,2,0,0,0,0,0,0,0,0,-1,-1,-1,2,5,1,2,-1,-1,-1,-1,-1,-1,2020,9,30,2,키움,KIA,0
두산,패,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,1,0,4,-1,-1,-1,-1,-1,-1,2020,9,30,2,한화,두산,0
한화,승,0,0,0,4,1,1,1,3,-1,-1,-1,-1,10,15,0,5,-1,-1,-1,-1,-1,-1,2020,9,30,2,한화,두산,0
롯데,승,2,0,0,0,0,0,1,0,0,-1,-1,-1,3,7,0,3,-1,-1,-1,-1,-1,-1,2020,10,1,3,LG,롯데,0
LG,패,0,0,1,0,0,0,0,1,0,-1,-1,-1,2,6,0,4,-1,-1,-1,-1,-1,-1,2020,10,1,3,LG,롯데,0
KT,패,1,0,0,0,0,3,0,2,0,0,-1,-1,6,8,2,2,-1,-1,-1,-1,-1,-1,2020,10,1,3,삼성,KT,0
삼성,승,0,1,0,2,2,0,0,1,0,1,-1,-1,7,16,1,1,-1,-1,-1,-1,-1,-1,2020,10,1,3,삼성,KT,0
SK,패,0,0,0,1,0,0,0,1,0,-1,-1,-1,2,3,0,3,-1,-1,-1,-1,-1,-1,2020,10,1,3,NC,SK,0
NC,승,0,3,1,0,0,3,3,0,-1,-1,-1,-1,10,7,1,6,-1,-1,-1,-1,-1,-1,2020,10,1,3,NC,SK,0
KIA,승,1,0,1,0,0,0,1,0,0,-1,-1,-1,3,9,0,4,-1,-1,-1,-1,-1,-1,2020,10,1,3,키움,KIA,0
키움,패,0,0,0,0,0,1,0,0,0,-1,-1,-1,1,6,0,3,-1,-1,-1,-1,-1,-1,2020,10,1,3,키움,KIA,0
두산,패,1,0,0,1,1,0,0,1,0,-1,-1,-1,4,9,1,2,-1,-1,-1,-1,-1,-1,2020,10,1,3,한화,두산,0
한화,승,0,0,3,1,1,0,5,2,-1,-1,-1,-1,12,15,0,2,-1,-1,-1,-1,-1,-1,2020,10,1,3,한화,두산,0
KIA,패,0,0,0,1,2,0,0,0,0,-1,-1,-1,3,9,1,3,-1,-1,-1,-1,-1,-1,2020,10,2,4,두산,KIA,0
두산,승,0,0,0,2,0,7,1,4,-1,-1,-1,-1,14,17,0,7,-1,-1,-1,-1,-1,-1,2020,10,2,4,두산,KIA,0
키움,승,0,4,0,2,0,2,1,3,0,-1,-1,-1,12,15,0,9,-1,-1,-1,-1,-1,-1,2020,10,2,4,SK,키움,0
SK,패,0,0,0,2,2,0,1,0,0,-1,-1,-1,5,12,0,7,-1,-1,-1,-1,-1,-1,2020,10,2,4,SK,키움,0
한화,패,0,0,1,0,0,0,0,0,0,-1,-1,-1,1,5,0,1,-1,-1,-1,-1,-1,-1,2020,10,2,4,롯데,한화,0
롯데,승,0,1,0,0,0,0,0,3,-1,-1,-1,-1,4,6,2,6,-1,-1,-1,-1,-1,-1,2020,10,2,4,롯데,한화,0
삼성,승,0,0,0,0,0,4,1,3,0,-1,-1,-1,8,13,0,6,-1,-1,-1,-1,-1,-1,2020,10,2,4,NC,삼성,0
NC,패,1,0,0,0,0,0,0,0,1,-1,-1,-1,2,4,0,3,-1,-1,-1,-1,-1,-1,2020,10,2,4,NC,삼성,0
LG,패,0,0,0,0,0,0,2,0,0,-1,-1,-1,2,4,0,6,-1,-1,-1,-1,-1,-1,2020,10,2,4,KT,LG,0
KT,승,2,0,0,0,0,0,0,3,-1,-1,-1,-1,5,6,1,7,-1,-1,-1,-1,-1,-1,2020,10,2,4,KT,LG,0
KIA,패,0,0,0,0,2,0,0,0,0,-1,-1,-1,2,8,1,1,-1,-1,-1,-1,-1,-1,2020,10,3,5,두산,KIA,0
두산,승,3,1,0,2,0,0,0,1,-1,-1,-1,-1,7,13,0,6,-1,-1,-1,-1,-1,-1,2020,10,3,5,두산,KIA,0
키움,패,0,0,0,1,0,1,1,0,0,-1,-1,-1,3,7,0,9,-1,-1,-1,-1,-1,-1,2020,10,3,5,SK,키움,0
SK,승,0,0,0,1,4,0,4,0,-1,-1,-1,-1,9,13,1,4,-1,-1,-1,-1,-1,-1,2020,10,3,5,SK,키움,0
한화,패,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,5,1,3,-1,-1,-1,-1,-1,-1,2020,10,3,5,롯데,한화,0
롯데,승,6,0,0,0,2,0,2,0,-1,-1,-1,-1,10,9,0,9,-1,-1,-1,-1,-1,-1,2020,10,3,5,롯데,한화,0
삼성,무,1,1,0,2,0,2,0,0,0,-1,-1,-1,6,13,0,7,-1,-1,-1,-1,-1,-1,2020,10,3,5,NC,삼성,1
NC,무,0,0,1,0,0,4,1,0,0,-1,-1,-1,6,11,0,7,-1,-1,-1,-1,-1,-1,2020,10,3,5,NC,삼성,1
LG,패,0,0,0,0,1,0,0,1,0,-1,-1,-1,2,7,2,2,-1,-1,-1,-1,-1,-1,2020,10,3,5,KT,LG,2
KT,승,0,0,1,3,0,2,1,5,-1,-1,-1,-1,12,17,0,3,-1,-1,-1,-1,-1,-1,2020,10,3,5,KT,LG,2
KIA,패,0,0,0,1,0,0,0,0,0,-1,-1,-1,1,7,0,2,-1,-1,-1,-1,-1,-1,2020,10,4,6,두산,KIA,0
두산,승,3,1,0,0,0,0,2,1,-1,-1,-1,-1,7,9,0,7,-1,-1,-1,-1,-1,-1,2020,10,4,6,두산,KIA,0
키움,패,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,6,0,6,-1,-1,-1,-1,-1,-1,2020,10,4,6,SK,키움,0
SK,승,0,0,0,0,0,6,0,0,-1,-1,-1,-1,6,13,0,5,-1,-1,-1,-1,-1,-1,2020,10,4,6,SK,키움,0
한화,패,0,1,0,0,2,1,0,0,1,-1,-1,-1,5,16,0,2,-1,-1,-1,-1,-1,-1,2020,10,4,6,롯데,한화,0
롯데,승,2,1,6,0,2,1,2,0,-1,-1,-1,-1,14,17,1,7,-1,-1,-1,-1,-1,-1,2020,10,4,6,롯데,한화,0
삼성,패,0,0,0,0,0,0,1,0,0,-1,-1,-1,1,10,0,5,-1,-1,-1,-1,-1,-1,2020,10,4,6,NC,삼성,0
NC,승,1,0,0,0,0,1,0,2,-1,-1,-1,-1,4,4,1,3,-1,-1,-1,-1,-1,-1,2020,10,4,6,NC,삼성,0
LG,승,2,0,3,0,0,1,0,4,3,-1,-1,-1,13,13,0,7,-1,-1,-1,-1,-1,-1,2020,10,4,6,KT,LG,0
KT,패,1,0,0,1,3,2,0,1,0,-1,-1,-1,8,15,2,5,-1,-1,-1,-1,-1,-1,2020,10,4,6,KT,LG,0
삼성,승,1,0,0,0,0,0,0,0,1,0,0,1,3,5,1,7,-1,-1,-1,-1,-1,-1,2020,10,6,1,LG,삼성,0
LG,패,1,0,0,0,1,0,0,0,0,0,0,0,2,9,2,3,-1,-1,-1,-1,-1,-1,2020,10,6,1,LG,삼성,0
두산,승,0,3,0,1,0,1,0,1,3,-1,-1,-1,9,8,0,9,-1,-1,-1,-1,-1,-1,2020,10,6,1,SK,두산,0
SK,패,0,0,1,0,2,0,1,0,0,-1,-1,-1,4,9,1,4,-1,-1,-1,-1,-1,-1,2020,10,6,1,SK,두산,0
KT,패,0,1,0,0,2,5,0,0,1,-1,-1,-1,9,12,1,8,-1,-1,-1,-1,-1,-1,2020,10,6,1,롯데,KT,0
롯데,승,2,2,0,0,0,4,1,1,-1,-1,-1,-1,10,14,0,7,-1,-1,-1,-1,-1,-1,2020,10,6,1,롯데,KT,0
한화,승,2,0,0,0,0,0,1,0,0,-1,-1,-1,3,7,0,7,-1,-1,-1,-1,-1,-1,2020,10,6,1,KIA,한화,0
KIA,패,0,0,1,0,0,0,1,0,0,-1,-1,-1,2,12,0,2,-1,-1,-1,-1,-1,-1,2020,10,6,1,KIA,한화,0
NC,패,0,0,0,0,0,1,0,0,0,-1,-1,-1,1,5,0,3,-1,-1,-1,-1,-1,-1,2020,10,6,1,키움,NC,0
키움,승,1,0,0,0,0,0,0,0,1,-1,-1,-1,2,6,1,2,-1,-1,-1,-1,-1,-1,2020,10,6,1,키움,NC,0
한화,패,0,0,0,0,0,1,2,1,0,-1,-1,-1,4,10,1,2,-1,-1,-1,-1,-1,-1,2020,10,7,2,KIA,한화,1
KIA,승,2,0,1,0,0,0,0,3,-1,-1,-1,-1,6,11,0,3,-1,-1,-1,-1,-1,-1,2020,10,7,2,KIA,한화,1
한화,승,0,0,4,0,0,0,1,0,0,-1,-1,-1,5,10,1,6,-1,-1,-1,-1,-1,-1,2020,10,7,2,KIA,한화,2
KIA,패,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,5,0,4,-1,-1,-1,-1,-1,-1,2020,10,7,2,KIA,한화,2
삼성,패,0,0,0,1,0,0,0,0,0,-1,-1,-1,1,5,1,3,-1,-1,-1,-1,-1,-1,2020,10,7,2,LG,삼성,0
LG,승,1,0,0,0,0,0,0,2,-1,-1,-1,-1,3,7,2,6,-1,-1,-1,-1,-1,-1,2020,10,7,2,LG,삼성,0
두산,패,0,1,1,1,0,1,0,0,0,-1,-1,-1,4,12,0,4,-1,-1,-1,-1,-1,-1,2020,10,7,2,SK,두산,0
SK,승,1,3,0,0,0,0,0,0,1,-1,-1,-1,5,9,0,8,-1,-1,-1,-1,-1,-1,2020,10,7,2,SK,두산,0
KT,승,1,0,0,1,0,2,3,2,0,-1,-1,-1,9,11,2,4,-1,-1,-1,-1,-1,-1,2020,10,7,2,롯데,KT,0
롯데,패,0,0,1,3,2,0,0,0,0,-1,-1,-1,6,15,2,6,-1,-1,-1,-1,-1,-1,2020,10,7,2,롯데,KT,0
NC,승,1,0,0,3,0,0,0,0,0,-1,-1,-1,4,6,1,7,-1,-1,-1,-1,-1,-1,2020,10,7,2,키움,NC,0
키움,패,0,0,1,1,1,0,0,0,0,-1,-1,-1,3,9,1,3,-1,-1,-1,-1,-1,-1,2020,10,7,2,키움,NC,0
삼성,패,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,5,0,0,-1,-1,-1,-1,-1,-1,2020,10,8,3,LG,삼성,0
LG,승,0,0,0,0,0,0,0,0,1,-1,-1,-1,1,8,0,5,-1,-1,-1,-1,-1,-1,2020,10,8,3,LG,삼성,0
두산,승,0,0,2,0,2,0,1,0,5,-1,-1,-1,10,14,0,8,-1,-1,-1,-1,-1,-1,2020,10,8,3,SK,두산,0
SK,패,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,5,0,1,-1,-1,-1,-1,-1,-1,2020,10,8,3,SK,두산,0
KT,승,0,1,0,2,0,1,0,2,0,-1,-1,-1,6,8,0,4,-1,-1,-1,-1,-1,-1,2020,10,8,3,롯데,KT,0
롯데,패,0,2,0,0,0,0,0,0,3,-1,-1,-1,5,8,0,5,-1,-1,-1,-1,-1,-1,2020,10,8,3,롯데,KT,0
한화,승,0,3,1,0,6,1,0,0,2,-1,-1,-1,13,16,1,11,-1,-1,-1,-1,-1,-1,2020,10,8,3,KIA,한화,0
KIA,패,4,0,0,0,0,0,0,0,2,-1,-1,-1,6,11,3,3,-1,-1,-1,-1,-1,-1,2020,10,8,3,KIA,한화,0
NC,패,0,0,5,1,0,0,0,0,1,-1,-1,-1,7,15,0,4,-1,-1,-1,-1,-1,-1,2020,10,8,3,키움,NC,0
키움,승,0,9,0,0,0,1,0,0,-1,-1,-1,-1,10,15,0,7,-1,-1,-1,-1,-1,-1,2020,10,8,3,키움,NC,0
NC,패,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,2,0,4,-1,-1,-1,-1,-1,-1,2020,10,9,4,LG,NC,0
LG,승,0,3,0,0,0,1,0,0,-1,-1,-1,-1,4,9,0,3,-1,-1,-1,-1,-1,-1,2020,10,9,4,LG,NC,0
롯데,패,2,1,0,0,0,0,0,0,0,-1,-1,-1,3,5,1,6,-1,-1,-1,-1,-1,-1,2020,10,9,4,삼성,롯데,0
삼성,승,0,0,1,0,0,1,1,0,4,-1,-1,-1,7,8,1,7,-1,-1,-1,-1,-1,-1,2020,10,9,4,삼성,롯데,0
두산,승,0,0,0,0,0,2,0,2,0,-1,-1,-1,4,11,0,4,-1,-1,-1,-1,-1,-1,2020,10,9,4,KT,두산,0
KT,패,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,5,0,2,-1,-1,-1,-1,-1,-1,2020,10,9,4,KT,두산,0
SK,패,2,1,0,0,0,0,0,0,0,-1,-1,-1,3,7,0,4,-1,-1,-1,-1,-1,-1,2020,10,9,4,KIA,SK,0
KIA,승,2,1,1,0,0,1,0,0,-1,-1,-1,-1,5,7,1,4,-1,-1,-1,-1,-1,-1,2020,10,9,4,KIA,SK,0
키움,패,0,2,1,3,0,0,0,0,0,-1,-1,-1,6,7,2,7,-1,-1,-1,-1,-1,-1,2020,10,9,4,한화,키움,0
한화,승,0,4,2,0,0,1,0,0,-1,-1,-1,-1,7,9,2,5,-1,-1,-1,-1,-1,-1,2020,10,9,4,한화,키움,0
NC,패,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,5,1,3,-1,-1,-1,-1,-1,-1,2020,10,10,5,LG,NC,1
LG,승,0,0,0,0,0,0,5,0,-1,-1,-1,-1,5,8,0,8,-1,-1,-1,-1,-1,-1,2020,10,10,5,LG,NC,1
롯데,승,0,0,0,0,1,0,0,0,0,-1,-1,-1,1,6,0,3,-1,-1,-1,-1,-1,-1,2020,10,10,5,삼성,롯데,0
삼성,패,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,3,2,1,-1,-1,-1,-1,-1,-1,2020,10,10,5,삼성,롯데,0
두산,승,1,1,3,3,2,2,1,0,0,-1,-1,-1,13,18,1,5,-1,-1,-1,-1,-1,-1,2020,10,10,5,KT,두산,0
KT,패,1,1,0,0,2,2,0,0,2,-1,-1,-1,8,14,1,7,-1,-1,-1,-1,-1,-1,2020,10,10,5,KT,두산,0
SK,승,0,0,0,0,1,1,0,0,0,-1,-1,-1,2,4,0,6,-1,-1,-1,-1,-1,-1,2020,10,10,5,KIA,SK,0
KIA,패,1,0,0,0,0,0,0,0,0,-1,-1,-1,1,4,0,3,-1,-1,-1,-1,-1,-1,2020,10,10,5,KIA,SK,0
키움,승,0,0,3,0,0,0,0,0,0,-1,-1,-1,3,7,0,6,-1,-1,-1,-1,-1,-1,2020,10,10,5,한화,키움,0
